LongF,LatF,LongG,LatG,preposition,locatumdesgroup,relatumdescgroup,Euclid Distance,DirectionModified
530016.7535,180419.4646,530037.1828,180372.3283,behind,structure,structure,51.33497314,158.0347056
530470.2419,180994.37,530438.8072,180953.6854,at,buildings,roads tracks and paths,51.34071285,219.1623161
531997.4677,181674.4839,531960.3555,181710.4904,near,roads tracks and paths,buildings,51.62270734,315.621523
530202.1221,180860.9141,530253.9792,180863.7576,over,roads tracks and paths,roads tracks and paths,51.77959514,88.32923995
532211.7881,181606.5138,532250.0982,181571.3201,near,buildings,buildings,51.93164923,134.0638743
533468.1062,181188.2156,533463.006,181239.9192,on,roads tracks and paths,roads tracks and paths,51.93312959,355.8723177
533499.8223,181386.4576,533542.873,181417.0575,near,buildings,general surface,52.70189738,56.10309803
531874.8804,181779.9143,531922.3574,181803.574,on,buildings,roads tracks and paths,52.91125124,64.99708853
530320.0973,180340.5868,530268.624,180327.2467,at,buildings,roads tracks and paths,53.02089224,256.9398328
530320.0973,180340.5868,530268.624,180327.2467,at,buildings,roads tracks and paths,53.02089224,256.9398328
530320.0973,180340.5868,530268.624,180327.2467,on,buildings,roads tracks and paths,53.02089224,256.9398328
530423.0629,180194.3056,530372.1412,180178.7952,at,buildings,roads tracks and paths,53.08301334,254.5282764
530423.0629,180194.3056,530372.1412,180178.7952,along,buildings,roads tracks and paths,53.08301334,254.5282764
530586.0855,180626.059,530549.8047,180664.9411,outside,structure,buildings,53.09854213,318.4558
530553.5788,180847.2087,530542.2105,180899.1269,on,buildings,roads tracks and paths,53.12253722,349.1215402
530553.5788,180847.2087,530542.2105,180899.1269,on,buildings,roads tracks and paths,53.12253722,349.1215402
530169.2438,181155.5541,530129.4318,181119.6647,over,buildings,buildings,53.49925544,229.4343026
532748.0441,181601.2071,532772.7218,181648.8817,behind,buildings,buildings,53.62975703,28.86432471
530147.6652,181162.6472,530112.4636,181203.3399,on,structure,roads tracks and paths,53.72871859,320.6074213
530039.6186,180487.6847,530010.2146,180442.5553,on,structure,general surface,53.79888071,214.5515726
530039.6186,180487.6847,530010.2146,180442.5553,at,structure,general surface,53.79888071,214.5515726
530039.6186,180487.6847,530010.2146,180442.5553,at,structure,general surface,53.79888071,214.5515726
530039.6186,180487.6847,530010.2146,180442.5553,on,structure,general surface,53.79888071,214.5515726
530071.0603,180112.7793,530115.2521,180143.7809,on,buildings,roads tracks and paths,53.86379094,56.41569292
530470.2419,180994.37,530427.0737,181027.1563,at,buildings,roads tracks and paths,54.10004588,308.6890845
530240.1135,180386.1876,530285.4699,180416.4775,along,roads tracks and paths,buildings,54.41804055,57.7323128
533296.7537,182094.0752,533257.3382,182056.2062,on,buildings,roads tracks and paths,54.55986212,227.650617
530596.0411,180952.9517,530649.4544,180968.883,on,buildings,roads tracks and paths,55.58092119,74.86297201
530596.0411,180952.9517,530649.4544,180968.883,at,buildings,roads tracks and paths,55.58092119,74.86297201
531130.0927,181025.2886,531187.8307,181025.0355,behind,roads tracks and paths,roads tracks and paths,57.56551999,91.72858444
530257.4521,180291.5376,530227.9183,180241.6791,on,buildings,roads tracks and paths,57.88578321,212.1080244
530257.4521,180291.5376,530227.9183,180241.6791,in,buildings,buildings,57.88578321,212.1080244
529988.7882,180496.6364,530010.2146,180442.5553,in,buildings,general surface,58.13132994,159.8528576
532748.0441,181601.2071,532741.5792,181659.3562,on,buildings,roads tracks and paths,58.48421796,355.153941
532266.6578,181584.1867,532211.7881,181606.5138,behind,general surface,buildings,59.08539441,293.6334316
530542.0826,181029.4169,530528.9994,180971.3725,on,buildings,roads tracks and paths,59.46842682,194.1745263
532294.3881,180991.701,532308.5355,181049.5837,behind,buildings,buildings,59.55367762,15.22626063
532294.3881,180991.701,532308.5355,181049.5837,behind,buildings,buildings,59.55367762,15.22626063
530202.1221,180860.9141,530214.9197,180920.5761,on,roads tracks and paths,roads tracks and paths,60.986812,13.57534548
529998.6331,180792.0867,530031.5949,180738.8211,on,buildings,roads tracks and paths,62.57421047,149.7157443
530701.1651,180933.342,530649.4544,180968.883,through,roads tracks and paths,roads tracks and paths,62.61558433,305.9744772
530669.7193,180842.4743,530707.6395,180892.6101,on,buildings,roads tracks and paths,62.77486538,38.57570084
530054.4123,180110.1295,530002.9038,180071.6591,on,structure,general surface,64.15184762,234.7103746
530054.4123,180110.1295,530002.9038,180071.6591,in,structure,general surface,64.15184762,234.7103746
533484.2684,181174.3234,533542.2417,181146.2607,on,buildings,roads tracks and paths,64.25097817,117.334952
530172.7476,180813.7194,530229.5377,180783.0791,on,buildings,roads tracks and paths,64.37625048,119.8147903
530128.4205,181099.1048,530064.1683,181089.6153,towards,roads tracks and paths,roads tracks and paths,64.75782384,263.065299
530240.1135,180386.1876,530268.624,180327.2467,near,roads tracks and paths,roads tracks and paths,65.41910505,155.6548062
530240.1135,180386.1876,530268.624,180327.2467,along,roads tracks and paths,roads tracks and paths,65.41910505,155.6548062
530839.6317,180830.2371,530878.7736,180883.058,in,buildings,roads tracks and paths,65.65264507,38.01438587
530602.3017,180869.8355,530542.2105,180899.1269,on,buildings,roads tracks and paths,66.68692644,297.4591996
530602.3017,180869.8355,530542.2105,180899.1269,at,buildings,roads tracks and paths,66.68692644,297.4591996
531875.2864,180917.0378,531816.3051,180885.4026,around,structure,buildings,66.76432878,243.2783598
530180.4839,180158.9158,530115.2521,180143.7809,on,buildings,roads tracks and paths,66.77149162,258.404032
530344.2959,180450.2486,530285.4699,180416.4775,at,roadside,buildings,67.66780806,241.6094793
530344.2959,180450.2486,530285.4699,180416.4775,on,roadside,buildings,67.66780806,241.6094793
530172.7476,180813.7194,530108.0943,180792.0183,on,buildings,roads tracks and paths,68.00992785,252.9132569
530099.3772,180770.6595,530077.927,180705.9622,in,buildings,roads tracks and paths,68.11424423,199.8092536
530025.2163,180749.4505,530077.927,180705.9622,through,roads tracks and paths,roads tracks and paths,68.20835681,130.9908401
530025.2163,180749.4505,530077.927,180705.9622,towards,roads tracks and paths,roads tracks and paths,68.20835681,130.9908401
530227.8649,180093.6319,530296.3048,180098.3081,at,structure,roads tracks and paths,68.39456015,87.55909442
530035.8469,180379.0206,530010.2146,180442.5553,in,general surface,general surface,68.46001103,339.4949348
530389,180896.575,530322.8606,180877.5803,at,roads tracks and paths,roads tracks and paths,68.61748849,255.446317
530056.5322,180771.2679,530077.927,180705.9622,on,buildings,roads tracks and paths,68.68052616,163.3278847
531554.2754,181100.5394,531622.1747,181087.9111,over,roads tracks and paths,buildings,68.86474748,102.01809
530596.0411,180952.9517,530528.9994,180971.3725,on,buildings,roads tracks and paths,69.33411181,286.8365278
530496.0578,180803.4262,530438.6133,180842.7664,on,buildings,roads tracks and paths,69.47856092,305.8762532
530912.9343,180002.2256,530879.723,179941.0083,over,inland water,roads tracks and paths,69.5741445,209.956065
530240.8332,180803.9004,530296.7852,180846.0602,towards,roads tracks and paths,buildings,69.91104514,54.46977034
530240.8332,180803.9004,530296.7852,180846.0602,through,roads tracks and paths,buildings,69.91104514,54.46977034
530244.1015,180361.8883,530179.0982,180388.7427,on,buildings,roads tracks and paths,70.15270862,293.9152144
530261.4129,181005.9335,530314.4565,180959.2294,on,buildings,roads tracks and paths,70.54886986,132.8325822
532416.8586,181577.9678,532420.9529,181648.7778,adjacent to,general surface,buildings,70.89873795,4.802293606
530356.0769,180408.0509,530285.4699,180416.4775,at,buildings,buildings,70.89959136,278.2742279
530564.2197,181129.574,530632.4466,181109.3935,along,roads tracks and paths,roads tracks and paths,70.953034,107.9499087
532118.7312,182168.5547,532187.2082,182188.2623,above,buildings,buildings,71.05365392,75.43620045
530542.0826,181029.4169,530503.5863,181090.0832,beyond,buildings,land,71.77235872,329.0742667
530044.5925,180770.1304,530077.927,180705.9622,in,buildings,roads tracks and paths,72.24608285,154.0160125
532094.4849,181685.4371,532165.6344,181699.4298,over,buildings,roads tracks and paths,72.2993818,80.3638079
533340.9394,181170.1634,533288.2667,181220.6917,close to,roads tracks and paths,buildings,72.8675658,315.3144362
532351.6227,181698.2386,532332.24,181627.8334,beyond,buildings,general surface,72.98134719,196.8848156
530812.0449,180913.2254,530878.7736,180883.058,at,buildings,roads tracks and paths,73.04770903,115.8013555
530634.7117,181176.2061,530683.8393,181121.3986,along,buildings,roads tracks and paths,73.49353826,139.6019412
530274.4484,180219.0735,530347.4761,180232.5959,close to,structure,general surface,74.05186754,80.97742536
530274.4484,180219.0735,530347.4761,180232.5959,next to,structure,general surface,74.05186754,80.97742536
530549.8047,180664.9411,530478.2907,180644.138,near,buildings,buildings,74.26935088,255.2511703
530438.8072,180953.6854,530427.0737,181027.1563,behind,roads tracks and paths,roads tracks and paths,74.37041526,352.3980207
530589.9329,180841.7692,530542.2105,180899.1269,on,buildings,roads tracks and paths,74.51092366,321.7115568
530037.0496,180372.6271,530010.2146,180442.5553,behind,structure,general surface,74.84846845,340.4715134
530082.6698,180781.061,530077.927,180705.9622,on,buildings,roads tracks and paths,75.21949975,185.0808714
530380.9919,180557.7018,530442.2996,180602.0147,along,roads tracks and paths,roads tracks and paths,75.48289486,55.60978004
530698.3664,180017.5665,530647.6707,179961.4559,at,land,land,75.49857795,223.5700496
530698.3664,180017.5665,530647.6707,179961.4559,on,land,land,75.49857795,223.5700496
530647.6707,179961.4559,530698.3664,180017.5665,along,land,land,75.49857795,43.569462
530647.6707,179961.4559,530698.3664,180017.5665,near,land,land,75.49857795,43.569462
530544.4382,180606.9992,530478.2907,180644.138,outside,structure,buildings,75.68406185,300.7838578
530265.045,180241.2762,530286.185,180168.0682,on,structure,buildings,76.15660508,165.3613724
530777.0312,181001.9481,530853.2007,181009.8708,behind,buildings,buildings,76.35327031,85.53584449
530412.5833,181332.054,530355.7579,181280.5033,beyond,buildings,buildings,76.57999844,229.2555542
533026.5519,180598.9131,532957.2554,180633.5094,along,roads tracks and paths,buildings,77.26508908,298.0301825
530774.4754,180932.573,530707.6395,180892.6101,in,buildings,roads tracks and paths,77.68813899,240.59627
530774.4754,180932.573,530707.6395,180892.6101,on,buildings,roads tracks and paths,77.68813899,240.59627
530774.4754,180932.573,530707.6395,180892.6101,on,buildings,roads tracks and paths,77.68813899,240.59627
530707.6395,180892.6101,530774.4754,180932.573,near,roads tracks and paths,buildings,77.68813899,60.59550497
530466.8693,180904.6505,530389,180896.575,in,buildings,buildings,78.05401161,265.5492485
529993.9492,180601.1508,530060.9908,180558.7767,in,buildings,roads tracks and paths,79.13750015,123.7600926
530307.6261,180244.2975,530286.185,180168.0682,close to,buildings,buildings,79.13843513,197.1793263
530294.6788,180062.5642,530338.3871,179996.2518,on,buildings,roads tracks and paths,79.33217231,148.0784936
530002.9038,180071.6591,530071.0603,180112.7793,behind,general surface,buildings,79.4126144,60.36143517
530751.7405,180815.6968,530786.7557,180744.1966,on,roads tracks and paths,roads tracks and paths,79.54589299,155.3832658
530786.7557,180744.1966,530751.7405,180815.6968,outside,roads tracks and paths,roads tracks and paths,79.54589299,335.3836397
530253.9792,180863.7576,530295.6879,180795.1686,alongside,roads tracks and paths,roads tracks and paths,80.19178986,150.1647783
532030.2062,180956.9812,532110.7773,180956.0621,above,buildings,buildings,80.33577753,92.14124296
530495.1513,180564.3838,530478.2907,180644.138,by,structure,buildings,81.47778611,349.5352318
530314.4565,180959.2294,530322.8606,180877.5803,near,roads tracks and paths,roads tracks and paths,82.04645083,175.5928296
533461.0119,181812.95,533404.273,181753.1879,on,buildings,roads tracks and paths,82.26613905,225.0194487
530573.5915,180745.5643,530658.2791,180755.2213,near,buildings,roads tracks and paths,84.98312354,84.96597672
530098.6839,180623.2636,530077.927,180705.9622,on,buildings,roads tracks and paths,85.21904468,347.3768594
530295.6879,180795.1686,530322.8606,180877.5803,at,roads tracks and paths,roads tracks and paths,86.7178929,19.71804332
530761,180961.3,530707.6395,180892.6101,on,buildings,roads tracks and paths,86.85806555,219.3145889
530751.7405,180815.6968,530707.6395,180892.6101,on,roads tracks and paths,roads tracks and paths,88.57261501,331.6445903
530361.2844,180370.0077,530285.4699,180416.4775,on,roads tracks and paths,buildings,88.72455025,302.9752267
530839.6317,180830.2371,530751.7405,180815.6968,close to,buildings,roads tracks and paths,88.82385699,262.0805157
530088.7113,180917.3139,530174.436,180942.7782,on,buildings,roads tracks and paths,89.17533973,74.92281056
533373.2472,181084.5999,533457.7342,181055.1518,near,buildings,roads tracks and paths,89.23333843,110.7209508
530038.8031,180527.3652,530010.2146,180442.5553,in,structure,general surface,89.43843117,200.0941962
530141.5878,180229.3816,530115.2521,180143.7809,on,buildings,roads tracks and paths,89.50309537,198.5685842
530141.5878,180229.3816,530115.2521,180143.7809,in,buildings,roads tracks and paths,89.50309537,198.5685842
530023.58,180490.53,529961.955,180556.2569,by,structure,buildings,89.95982777,318.310276
530632.8081,181024.2431,530542.0826,181029.4169,near,buildings,buildings,90.60264272,274.7365969
530023.3182,180778.9467,530077.927,180705.9622,towards,roads tracks and paths,roads tracks and paths,91.03850395,144.661417
530094.0967,180479.6244,530010.2146,180442.5553,at,buildings,general surface,91.46990104,247.6238324
530094.0967,180479.6244,530010.2146,180442.5553,at,buildings,general surface,91.46990104,247.6238324
530094.0967,180479.6244,530010.2146,180442.5553,behind,buildings,general surface,91.46990104,247.6238324
530094.0967,180479.6244,530010.2146,180442.5553,on,buildings,general surface,91.46990104,247.6238324
530314.5453,180440.1784,530240.1135,180386.1876,on,buildings,roads tracks and paths,91.75262497,235.512881
530034.5039,180498.4263,529961.955,180556.2569,behind,buildings,buildings,92.60078946,310.0248516
530753.9658,180810.8659,530707.6395,180892.6101,off,buildings,roads tracks and paths,93.86695149,331.9334974
530607.6082,179990.8062,530698.3664,180017.5665,at,structure,land,94.35491155,75.04318989
530607.6082,179990.8062,530698.3664,180017.5665,near,structure,land,94.35491155,75.04318989
530698.3664,180017.5665,530607.6082,179990.8062,beside,land,structure,94.35491155,255.0442205
530347.4761,180232.5959,530431.1173,180278.0999,near,general surface,structure,94.98441116,62.92115491
533197.6608,182130.3574,533257.3382,182056.2062,near,buildings,roads tracks and paths,95.05462075,142.6756356
530172.7476,180813.7194,530253.9792,180863.7576,on,buildings,roads tracks and paths,95.1843523,59.83358375
530665.1539,181042.7406,530747.6384,180994.6098,around,buildings,buildings,95.2824145,121.7377712
529968.5417,180532.8305,530060.9908,180558.7767,on,roads tracks and paths,roads tracks and paths,95.74954606,75.78791099
530707.6395,180892.6101,530649.4544,180968.883,towards,roads tracks and paths,roads tracks and paths,95.81091359,324.1350289
530096.9616,180094.4985,530002.9038,180071.6591,on,structure,general surface,96.5132725,257.8180316
530261.4129,181005.9335,530214.9197,180920.5761,on,buildings,roads tracks and paths,97.09896784,210.0452802
530700.4249,180021.7254,530607.6082,179990.8062,on,structure,structure,97.56080989,253.0492312
530103.9073,180413.4795,530010.2146,180442.5553,in,buildings,general surface,97.83262848,288.7063558
530388.8623,180442.7048,530306.538,180497.1969,on,land,buildings,98.5136777,304.9711597
530060.9908,180558.7767,529961.955,180556.2569,behind,roads tracks and paths,buildings,98.77277651,270.0082786
530747.6384,180994.6098,530649.4544,180968.883,at,buildings,roads tracks and paths,101.2092652,256.7907551
530015.4319,180341.0772,530010.2146,180442.5553,off,buildings,general surface,101.5724738,358.5230275
530979.019,180811.1833,531074.0592,180850.7438,on,buildings,roads tracks and paths,102.6723469,68.87615638
530799.8342,179998.44,530698.3664,180017.5665,over,buildings,land,102.9568024,282.1490237
530194.4763,180465.3359,530285.4699,180416.4775,outside,buildings,buildings,103.0379786,119.7004827
530726.7109,180353.4838,530650.9332,180426.2638,on,buildings,tidal water,104.892024,315.3175007
530726.7109,180353.4838,530650.9332,180426.2638,on,buildings,tidal water,104.892024,315.3175007
530208.6383,180095.1156,530115.2521,180143.7809,in,buildings,roads tracks and paths,105.0538996,298.9923332
530608.711,181075.6131,530511.761,181117.7236,at,buildings,roads tracks and paths,105.4335823,294.9506659
530812.0449,180913.2254,530707.6395,180892.6101,in,buildings,roads tracks and paths,106.1106142,260.3044098
530104.9421,180245.4412,530202.5987,180288.4275,on,buildings,roads tracks and paths,106.4209363,67.70755078
530097.1815,180122.8229,530002.9038,180071.6591,on,buildings,general surface,107.0025452,242.9777039
530261.4129,181005.9335,530174.436,180942.7782,on,buildings,roads tracks and paths,107.2584294,235.4839991
530602.3017,180869.8355,530707.6395,180892.6101,at,buildings,roads tracks and paths,107.4595789,79.27240229
530032.188,180459.0287,530103.7848,180540.9054,towards,inland water,buildings,108.5952582,42.63383512
530482.6052,181053.2076,530438.8072,180953.6854,on,buildings,roads tracks and paths,108.6414685,205.2243805
531177.5554,180910.5791,531074.7275,180946.6526,over,buildings,roads tracks and paths,108.6818349,290.8104578
530602.3017,180869.8355,530649.4544,180968.883,on,buildings,roads tracks and paths,109.5982295,26.92920624
530296.3048,180098.3081,530338.3871,179996.2518,on,roads tracks and paths,roads tracks and paths,110.3122407,159.0601103
530126.1917,180703.6059,530025.2163,180749.4505,over,roads tracks and paths,roads tracks and paths,110.6193823,295.8860111
530499.322,181046.455,530438.8072,180953.6854,on,buildings,roads tracks and paths,110.6271414,214.5881029
530472.1601,180843.0911,530540.5646,180933.034,on,buildings,roads tracks and paths,112.8416339,38.72521396
530314.4565,180959.2294,530253.9792,180863.7576,towards,roads tracks and paths,roads tracks and paths,112.8815168,213.8224421
530223.9188,180821.0662,530322.8606,180877.5803,close to,buildings,roads tracks and paths,113.6725763,61.73320706
530396.7109,181115.2255,530511.761,181117.7236,through,roads tracks and paths,roads tracks and paths,114.7321535,90.22532189
530322.8606,180877.5803,530214.9197,180920.5761,by,roads tracks and paths,roads tracks and paths,115.8881512,293.1872618
530426.8159,180934.2591,530322.8606,180877.5803,in,roads tracks and paths,roads tracks and paths,118.1125105,242.8699871
530322.8606,180877.5803,530346.6548,180761.0787,along,roads tracks and paths,roads tracks and paths,118.8511636,169.9266368
530716.2014,180701.8087,530751.7405,180815.6968,adjacent to,rail,roads tracks and paths,119.2271176,18.80535789
532708.9896,181748.8898,532589.1764,181756.8115,near,buildings,roads tracks and paths,119.7184571,275.2799738
530032.188,180459.0287,529961.955,180556.2569,behind,inland water,buildings,119.7957772,325.6237038
530032.188,180459.0287,529961.955,180556.2569,towards,inland water,buildings,119.7957772,325.6237038
530032.188,180459.0287,529961.955,180556.2569,towards,inland water,buildings,119.7957772,325.6237038
530032.188,180459.0287,529961.955,180556.2569,towards,inland water,buildings,119.7957772,325.6237038
530206.7561,180846.1663,530322.8606,180877.5803,in,buildings,roads tracks and paths,119.9386123,76.3271951
530053.1069,180330.4479,530010.2146,180442.5553,towards,roads tracks and paths,general surface,119.9505625,340.5290602
530121.5886,180489.314,530010.2146,180442.5553,over,roads tracks and paths,general surface,120.4735404,248.6911975
530632.4466,181109.3935,530511.761,181117.7236,next to,roads tracks and paths,roads tracks and paths,120.6136628,275.4211256
530268.0264,180828.9101,530366.3645,180901.8038,around,roadside,buildings,122.148722,54.92048869
530227.8649,180093.6319,530115.2521,180143.7809,at,structure,roads tracks and paths,122.964438,295.4719521
530212.571,180132.852,530240.2054,180012.7344,near,buildings,buildings,123.1953878,168.5124879
529961.955,180556.2569,530010.2146,180442.5553,on,buildings,general surface,123.4296378,158.4671903
529961.955,180556.2569,530010.2146,180442.5553,on,buildings,general surface,123.4296378,158.4671903
530010.2146,180442.5553,529961.955,180556.2569,close to,general surface,buildings,123.4296378,338.4677014
530010.2146,180442.5553,529961.955,180556.2569,behind,general surface,buildings,123.4296378,338.4677014
530103.7848,180540.9054,529993.9492,180601.1508,opposite,buildings,buildings,124.9811941,300.2114287
530542.2105,180899.1269,530649.4544,180968.883,on,roads tracks and paths,roads tracks and paths,127.642973,58.42932808
530366.3645,180901.8038,530295.6879,180795.1686,at,buildings,roads tracks and paths,127.7726642,215.0058194
530589.9329,180841.7692,530707.6395,180892.6101,on,buildings,roads tracks and paths,127.8808657,68.11119114
533340.9394,181170.1634,533275.5667,181281.4423,near,roads tracks and paths,buildings,128.9307532,331.0707662
530119.3469,180514.8828,530010.2146,180442.5553,towards,roads tracks and paths,general surface,130.6315442,237.9313099
530377.0379,180996.7771,530322.8606,180877.5803,beyond,buildings,roads tracks and paths,130.8164179,205.9123988
530549.7465,180511.4336,530650.9332,180426.2638,across,structure,tidal water,132.0143949,131.5591856
530437.6279,180260.8039,530570.5216,180249.6831,close to,buildings,rail,132.9638846,96.25330415
530002.9038,180071.6591,530115.2521,180143.7809,on,general surface,roads tracks and paths,133.2000998,58.76674089
530103.7848,180540.9054,530128.3988,180672.8646,behind,buildings,buildings,134.1700297,12.03274314
530103.7848,180540.9054,530010.2146,180442.5553,in,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,at,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,at,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,at,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,at,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,in,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,at,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,at,buildings,general surface,135.5232983,225.039569
530103.7848,180540.9054,530010.2146,180442.5553,in,buildings,general surface,135.5232983,225.039569
530010.2146,180442.5553,530103.7848,180540.9054,behind,general surface,buildings,135.5232983,45.03848589
530409.335,180582.5203,530523.9012,180508.7002,on,buildings,roads tracks and paths,135.9934918,124.2654408
530438.8072,180953.6854,530322.8606,180877.5803,near,roads tracks and paths,roads tracks and paths,138.3784655,238.1900248
530187.5893,180918.7944,530322.8606,180877.5803,close to,general surface,roads tracks and paths,141.0245378,108.4117763
529961.955,180556.2569,530103.7848,180540.9054,near,buildings,buildings,142.2386848,97.64230539
529961.955,180556.2569,530103.7848,180540.9054,adjacent to,buildings,buildings,142.2386848,97.64230539
530103.7848,180540.9054,529961.955,180556.2569,outside,buildings,buildings,142.2386848,277.6438997
530478.2907,180644.138,530523.9012,180508.7002,on,buildings,roads tracks and paths,142.8243129,162.8597842
530523.9012,180508.7002,530478.2907,180644.138,towards,roads tracks and paths,buildings,142.8243129,342.8602591
530129.941,180523.581,530010.2146,180442.5553,on,buildings,general surface,144.2469163,237.3776012
530658.2791,180755.2213,530707.6395,180892.6101,across,roads tracks and paths,roads tracks and paths,145.8822926,21.23575531
530466.8693,180904.6505,530322.8606,180877.5803,in,buildings,roads tracks and paths,146.1015042,260.8244122
530466.8693,180904.6505,530322.8606,180877.5803,at,buildings,roads tracks and paths,146.1015042,260.8244122
530466.8693,180904.6505,530322.8606,180877.5803,in,buildings,roads tracks and paths,146.1015042,260.8244122
530466.8693,180904.6505,530322.8606,180877.5803,in,buildings,roads tracks and paths,146.1015042,260.8244122
529961.955,180556.2569,530016.7911,180419.6359,behind,buildings,structure,147.1114185,159.5961179
530044.8671,180274.4738,530115.2521,180143.7809,on,buildings,roads tracks and paths,148.3056168,153.1614317
